id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:ing:/job/New-York/Summer-2027-Internship---Tech--Infrastructure-_REQ-10119621,ING,Summer 2027 Internship - Tech (Infrastructure),Summer 2027,False,,Internship,,Systems & Cloud Infra,New York,unknown,,$35/hr,Python; Azure; Git,2026-08-11T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://ing.wd3.myworkdayjobs.com/icsgblcor/job/New-York/Summer-2027-Internship---Tech--Infrastructure-_REQ-10119621
oracle:fa-esgu-saasfaprod1.fa.ocs.oraclecloud.com:23368,Montenson,System Administrator Intern,Summer 2027,False,,Internship,,Systems & Cloud Infra,"MN, United States",no-sponsorship,,,,2026-08-10,date_only,2026-08-12T03:53:22Z,https://fa-esgu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/23368
workday:canadiansolar:/job/Walnut-Creek-CA/Intern--IT-Infrastructure-Support_10001383,Canadian Solar,"Intern, IT Infrastructure Support",Not stated,True,,Internship,,Systems & Cloud Infra,"Walnut Creek, CA",unknown,,$20–$25/hr,Azure,2026-08-10T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://canadiansolar.wd5.myworkdayjobs.com/CanadianSolar/job/Walnut-Creek-CA/Intern--IT-Infrastructure-Support_10001383
workday:pae:/job/US-CO-Colorado-Springs/Network-Engineer-Internship-IRES---SSFB_R0167863,Amentum,Network Engineer Internship IRES - SSFB,Not stated,True,,Internship,,Network / Telecom,US-CO-Colorado Springs,citizens-only,,$20.67/hr,,2026-08-10T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://pae.wd1.myworkdayjobs.com/amentum_careers/job/US-CO-Colorado-Springs/Network-Engineer-Internship-IRES---SSFB_R0167863
smartrecruiters:BoschGroup:744000142173185,Bosch,Internship Vehicle Thermal Systems Engineering,Not stated,True,,Internship,,Systems & Cloud Infra,"Farmington Hills, MI, United States",unknown,188,,,2026-08-07T15:49:10.910Z,exact,2026-08-12T03:53:22Z,https://jobs.smartrecruiters.com/BoschGroup/744000142173185
workday:copart:/job/Dallas-TX---Headquarters/Vulnerability-Management-Engineering-Intern-_JR109639,Copart,Vulnerability Management Engineering Intern,Not stated,True,,Internship,,Security (general),"Dallas, TX - Headquarters",unknown,83,,Python; SQL; GraphQL,2026-08-07T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Vulnerability-Management-Engineering-Intern-_JR109639
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Intern-Conversion--Systems-Engineer-I--Onsite-_01863190,RTX,Intern Conversion/ Systems Engineer I (Onsite),Not stated,True,,Internship,,Systems & Cloud Infra,US-IA-CEDAR RAPIDS-130 ~ 5350 C Ave NE ~ BLDG 130,citizens-only,,,Python; Linux,2026-08-07T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Intern-Conversion--Systems-Engineer-I--Onsite-_01863190
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Intern-Conversion--Systems-Engineer-I--Onsite-_01863596,RTX,Intern Conversion/ Systems Engineer I (Onsite),Not stated,True,,Internship,,Systems & Cloud Infra,US-IA-CEDAR RAPIDS-130 ~ 5350 C Ave NE ~ BLDG 130,citizens-only,,,Python; Linux,2026-08-07T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Intern-Conversion--Systems-Engineer-I--Onsite-_01863596
workday:fifththird:/job/Cincinnati-OH/XMLNAME-2027-IT-Audit-Intern_R70611,Fifth Third Bank,2027 IT Audit Intern,Summer 2027,False,,Internship,,GRC / Risk,"Cincinnati, OH",unknown,,,,2026-08-06T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/XMLNAME-2027-IT-Audit-Intern_R70611
greenhouse:oldmissioncapital:7828063003,Old Mission Capital,Compliance Analyst Co-Op,Not stated,True,,Co-op,,GRC / Risk,"Chicago, IL, United States",unknown,8,$30/hr,Python; SQL,2026-08-05T13:24:37-04:00,exact,2026-08-12T03:53:22Z,https://www.oldmissioncapital.com/careers/?gh_jid=7828063003
workday:motorolasolutions:/job/Washington-DC-Remote-Work/CAD-RMS-Technical-Co-op-Program_R64127,Motorola,CAD/RMS System Administrator - Internship,Not stated,True,,Internship,yes,Systems & Cloud Infra,"Washington DC Remote Work, More...",no-sponsorship,,,SQL,2026-08-05T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Washington-DC-Remote-Work/CAD-RMS-Technical-Co-op-Program_R64127
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-112--400-Collins-Rd-NE--BLDG-112/Systems-Engineer-Intern---Summer-2027--Onsite-_01864173,RTX,Systems Engineer Intern - Summer 2027 (Onsite),Summer 2027,False,,Internship,,Systems & Cloud Infra,US-IA-CEDAR RAPIDS-112 ~ 400 Collins Rd NE ~ BLDG 112,no-sponsorship,,,Python; MATLAB,2026-08-04T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-112--400-Collins-Rd-NE--BLDG-112/Systems-Engineer-Intern---Summer-2027--Onsite-_01864173
workday:pentair:/job/Golden-Valley-MN/IT---Cybersecurity-Leadership-Development-Internship-Program----Summer-2027_R23700,Pentair,IT & Cybersecurity Leadership Development Internship Program -  Summer 2027,Summer 2027,False,,Internship,,Security (general),"Golden Valley, MN",no-sponsorship,,$31/hr,,2026-08-04T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://pentair.wd5.myworkdayjobs.com/pentair_careers/job/Golden-Valley-MN/IT---Cybersecurity-Leadership-Development-Internship-Program----Summer-2027_R23700
workday:thales:/job/Texas/AppSec-Product-Support-Intern_R0328978-1,Thales,AppSec Product Support Intern,Not stated,True,,Internship,,AppSec / Product Sec,Texas,unknown,,,,2026-08-04T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://thales.wd3.myworkdayjobs.com/careers/job/Texas/AppSec-Product-Support-Intern_R0328978-1
workday:medtronic:/job/Minneapolis-Minnesota-United-States-of-America/IT-Intern---Summer-2027_R73625-1,Medtronic,IT Intern - Summer 2027,Summer 2027,False,,Internship,,IT Support / Ops,"Minneapolis, Minnesota, United States of America",no-sponsorship,424,$23.25–$33.25/hr,Python; SQL; AWS,2026-08-03T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://medtronic.wd1.myworkdayjobs.com/MedtronicCareers/job/Minneapolis-Minnesota-United-States-of-America/IT-Intern---Summer-2027_R73625-1
workday:monolithicpower:/job/San-Jose-CA/Security-Analyst-Intern_R-982-1,Monolithic Power Systems,Security Analyst Intern,Not stated,True,,Internship,,Security (general),"San Jose, CA",unknown,20,$26/hr,Python; Bash; Kubernetes; Docker; Terraform; Git,2026-08-03T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://monolithicpower.wd12.myworkdayjobs.com/MPS_Careers/job/San-Jose-CA/Security-Analyst-Intern_R-982-1
workday:quickenloans:/job/Detroit-MI/Security-Services-Intern---Fall-2026_R-082242,Rocket Companies,Security Services Intern - Fall 2026,Fall 2026,False,,Internship,,Security (general),"Detroit, MI",unknown,,,,2026-07-30T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://quickenloans.wd5.myworkdayjobs.com/rocket_careers/job/Detroit-MI/Security-Services-Intern---Fall-2026_R-082242
oracle:edbz.fa.us2.oraclecloud.com:25016832,Texas Instruments,Network Engineer - Encore Program Internship,Not stated,True,,Internship,,Network / Telecom,"Dallas, TX, United States",no-sponsorship,234,,Python; AWS; GCP; Azure; Terraform,2026-07-29,date_only,2026-08-12T03:53:22Z,https://edbz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/25016832
greenhouse:appian:8088496,Appian,Information Security Engineer Intern,Summer 2027,False,,Internship,,Security (general),"McLean, Virginia",no-sponsorship,44,$50/hr,LLMs,2026-07-27T10:49:22-04:00,exact,2026-08-12T03:53:22Z,https://job-boards.greenhouse.io/appian/jobs/8088496
greenhouse:pdtpartners:8083292,PDT Partners,Summer 2027 Systems Engineering Intern,Summer 2027,False,,Internship,,Systems & Cloud Infra,"New York, NY",unknown,4,,Kubernetes,2026-07-24T16:16:11-04:00,exact,2026-08-12T03:53:22Z,https://job-boards.greenhouse.io/pdtpartners/jobs/8083292
workday:cmu:/job/Pittsburgh-PA/Security-Services-Intern---Fall-Semester_2024907-1,Carnegie Mellon University,Security Services Intern - Fall Semester,Not stated,True,,Internship,,Security (general),"Pittsburgh, PA",no-sponsorship,164,,,2026-07-24T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://cmu.wd5.myworkdayjobs.com/cmu/job/Pittsburgh-PA/Security-Services-Intern---Fall-Semester_2024907-1
workday:cat:/job/San-Diego-California/XMLNAME-2027-IT-Intern_R0000381898,Solar Turbines,2027 IT Intern,Summer 2027,False,,Internship,,IT Support / Ops,"San Diego, California",no-sponsorship,17,,,2026-07-23T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://cat.wd5.myworkdayjobs.com/solarturbines/job/San-Diego-California/XMLNAME-2027-IT-Intern_R0000381898
smartrecruiters:KOSTALGroup:744000138137225,KOSTAL Group,Systems Engineering Intern,Not stated,True,,Internship,,Systems & Cloud Infra,"Troy, MI, United States",unknown,,,,2026-07-16T14:51:16.342Z,exact,2026-08-18T10:02:40Z,https://jobs.smartrecruiters.com/KOSTALGroup/744000138137225
greenhouse:akunacapital:8018856,Akuna Capital,"Platform Engineer Intern, Summer 2027",Summer 2027,False,,Internship,,Systems & Cloud Infra,"Chicago, IL",unknown,40,,AWS; Kubernetes,2026-07-13T14:21:52-04:00,exact,2026-08-12T03:53:22Z,https://www.akunacapital.com/careers/job/8018856/?gh_jid=8018856
greenhouse:drweng:7993195,DRW,Leadership Rotation Network Intern,Not stated,True,,Internship,,Network / Telecom,"Chicago, IL",no-sponsorship,31,,Python; SQL; Pandas; Git,2026-07-13T10:10:38-04:00,exact,2026-08-12T03:53:22Z,https://job-boards.greenhouse.io/drweng/jobs/7993195
greenhouse:transmarketgroup:5151577007,TransMarket Group,DevOps/SRE Intern,Not stated,True,,Internship,,Systems & Cloud Infra,"Chicago, Illinois, United States",unknown,,,Python; Docker; Git,2026-06-02T11:14:23-04:00,exact,2026-08-16T15:47:21Z,https://job-boards.greenhouse.io/transmarketgroup/jobs/5151577007?gh_jid=5151577007
greenhouse:neuralink:7736276003,Neuralink,IT Systems Administrator Intern,Not stated,True,,Internship,,Systems & Cloud Infra,"Austin, Texas, United States; South San Francisco, California, United States",unknown,7,$25/hr,Python; Bash; Linux,2026-05-15T19:15:03-04:00,exact,2026-08-16T15:47:21Z,https://boards.greenhouse.io/neuralink/jobs/7736276003?gh_jid=7736276003
workday:motorolasolutions:/job/Los-Angeles-CA/R-D-Intern---Wireless-Systems-Engineer---2026_R62376,Motorola,R&D Intern - Wireless Systems Engineer - 2026,Fall 2026,False,,Internship,,Network / Telecom,"Los Angeles, CA",citizens-only,,,MATLAB,2026-03-30T00:00:00Z,date_only,2026-08-12T03:53:22Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Los-Angeles-CA/R-D-Intern---Wireless-Systems-Engineer---2026_R62376
